alpha_two_code,Name,web_pages,state-province,domains,Address,logo,logo_flag,city
IT,Viterbo State University,['http://www.unitus.it/'],,['unitus.it'],Italy,http://www.unitus.it/images/33/33/public/platforms/1/social/linkedin-logo%20sito.png,TRUE,
IT,University of Udine,['http://www.uniud.it/'],,['uniud.it'],Italy,https://www.uniud.it/@@site-logo/logo.svg,TRUE,
IT,University of Urbino,['http://www.uniurb.it/'],,['uniurb.it'],Italy,https://www.uniurb.it/it/portale/components/logo-nh-uniurb.svg,TRUE,
IT,University of Aquila,['http://www.univaq.it/'],,['univaq.it'],Italy,https://www.univaq.it/images/graphics/header/logo-univaq.svg,TRUE,
IT,University of Venice,['http://www.unive.it/'],,['unive.it'],Italy,https://www.unive.it/pag/templates/img/logo_uni/CF_moeca_pos_124.png,TRUE,
IT,University of Verona,['http://www.univr.it/'],,['univr.it'],Italy,https://www.topuniversities.com/sites/default/files/profiles/logos/verona-university_592560cf2aeae70239af5667_large.jpg,TRUE,V
IT,University of Trieste,['http://www.units.it/'],,['units.it'],Italy,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-trieste_624_large.jpg,TRUE,T
IT,American University of Rome,['https://aur.edu/'],,['aur.edu'],Italy,http://www.aaicu.org/wp-content/uploads/2016/02/aur-alpha-logo-395x95.jpg,FALSE,
IT,Team Lingue International House,['https://ihteamlingue.it/'],,['ihteamlingue.it'],Italy,https://ihteamlingue.it/wp-content/uploads/2022/07/logo-ihteamlingue-white-2022.png,TRUE,
JM,Northern Caribbean University,['http://www.ncu.edu.jm/'],,['ncu.edu.jm'],Jamaica,https://i.ytimg.com/vi/J8-pNRuuOQw/maxresdefault.jpg,FALSE,Mandeville
JM,University of Technology Jamaica,['http://www.utech.edu.jm/'],,['utech.edu.jm'],Jamaica,http://www.utech.edu.jm/++theme++utechjm.theme/images/logo.png,TRUE,
JM,"University of the West Indies, Mona",['http://www.uwimona.edu.jm/'],,['uwimona.edu.jm'],Jamaica,https://www.mona.uwi.edu/sites/all/themes/uwi_2020/images/logo.png,TRUE,
JP,Aichi Shukutoku University,['http://www.aasa.ac.jp/'],,['aasa.ac.jp'],Japan,http://www.aasa.ac.jp/img/common/img_logo.jpg,TRUE,Nagoya
JP,Aichi Bunkyo University,['http://www.abu.ac.jp/'],,['abu.ac.jp'],Japan,https://www.abu.ac.jp/wp-content/themes/bunkyo/images/logo.png,TRUE,Komaki
JP,Aichi University of Education,['http://www.aichi-edu.ac.jp/'],,['aichi-edu.ac.jp'],Japan,https://www.aichi-edu.ac.jp/assets/imgs/base/logo.gif,TRUE,Kariya
JP,Aichi Prefectural University of Fine Arts & Music,['http://www.aichi-fam-u.ac.jp/'],,['aichi-fam-u.ac.jp'],Japan,https://www.aichi-fam-u.ac.jp/img/logo.gif,TRUE,
JP,Aichi Gakuin University,['http://www.aichi-gakuin.ac.jp/'],,['aichi-gakuin.ac.jp'],Japan,https://www.wemakescholars.com/admin/uploads/providers/hVkQ1uCOmk6m8wuqv0B5A4PMmJNBxH24.jpg,FALSE,Nisshin
JP,Aichi Medical University,['http://www.aichi-med-u.ac.jp/'],,['aichi-med-u.ac.jp'],Japan,http://www.aichi-med-u.ac.jp/english/img/logo.gif,FALSE,Nagakute
JP,Aichi Prefectural University,['http://www.aichi-pu.ac.jp/'],,['aichi-pu.ac.jp'],Japan,https://www.aichi-pu.ac.jp/img/logo.png,TRUE,Nagakute
JP,Aichi University,['http://www.aichi-u.ac.jp/'],,['aichi-u.ac.jp'],Japan,https://p1.ssl-cdn.jp/var/data/u/dd/5fa34cce688/usr/aichi-u/img/common/head_logo.png,TRUE,Nagoya
JP,Aikoku Gakuen University,['http://www.aikoku-u.ac.jp/'],,['aikoku-u.ac.jp'],Japan,https://www.aikoku-u.ac.jp/application/themes/aikoku/images/logo.png,TRUE,Yotsukaido
JP,Aichi Institute of Technology,['http://www.aitech.ac.jp/'],,['aitech.ac.jp'],Japan,https://www.ait.ac.jp/images/p_logo_header.png,TRUE,Toyota
JP,Akita University of Economics and Law,['http://www.akeihou-u.ac.jp/'],,['akeihou-u.ac.jp'],Japan,http://www.akita-u.ac.jp/eng/info/images/logo_b.jpg,FALSE,
JP,Akita University,['http://www.akita-u.ac.jp/'],,['akita-u.ac.jp'],Japan,https://www.akita-u.ac.jp/honbu/menu/images/footer_logo.png,TRUE,Akita City
JP,St. Andrew's University,['http://www.andrew.ac.jp/'],,['andrew.ac.jp'],Japan,https://www.andrew.ac.jp/assets/images/common/logo.svg,TRUE,
JP,Aomori Chuoh Gakuin University,['http://www.aomoricgu.ac.jp/'],,['aomoricgu.ac.jp'],Japan,https://vignette.wikia.nocookie.net/sotayduhoc/images/e/ec/Aomori_Chuo_Gakuin_logo.jpg/revision/latest/scale-to-width-down/250?cb=20140527143806&path-prefix=vi,FALSE,
JP,Aomori University,['http://www.aomori-u.ac.jp/'],,['aomori-u.ac.jp'],Japan,https://www.aomori-u.ac.jp/wp/wp-content/uploads/2022/07/logo_white2.png,TRUE,Aomori
JP,Aoyama Gakuin University,['http://www.aoyama.ac.jp/'],,['aoyama.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/aoyama-gakuin-university_592560cf2aeae70239af4a9a_large.jpg,TRUE,Tokyo
JP,Ritsumeikan Asia Pacific University,['http://www.apu.ac.jp/'],,['apu.ac.jp'],Japan,https://www.apu.ac.jp/home/img/home/logo_home.svg,TRUE,Beppu
JP,Asahikawa Medical College,['http://www.asahikawa-med.ac.jp/'],,['asahikawa-med.ac.jp'],Japan,https://i1.rgstatic.net/ii/institution.image/AS:267457472729128%401440778238585_l,FALSE,
JP,Asahikawa University,['http://www.asahikawa-u.ac.jp/'],,['asahikawa-u.ac.jp'],Japan,https://www.asahikawa-u.ac.jp/au/wp-content/uploads/v/au_logo.png,TRUE,Asahikawa
JP,Asahi University,['http://www.asahi-u.ac.jp/'],,['asahi-u.ac.jp'],Japan,https://www.asahi-u.ac.jp/img/logo-asahi.png,TRUE,Gifu
JP,Ashikaga Institute of Technology,['http://www.ashitech.ac.jp/'],,['ashitech.ac.jp'],Japan,https://www.ashitech.ac.jp/images/index-common/site-logo2.jpg,TRUE,Ashikaga
JP,Ashiya University,['http://www.ashiya-u.ac.jp/'],,['ashiya-u.ac.jp'],Japan,https://www.ashiya-u.ac.jp/wp/wp-content/themes/ashiya-uni/assets/images/top/logo_wh.png,TRUE,Ashiya
JP,Asia University,['http://www.asia-u.ac.jp/'],,['asia-u.ac.jp'],Japan,https://www.asia-u.ac.jp/common/media/images/common/header_logo.png,TRUE,Musashino
JP,Aichi Sangyo University,['http://www.asu.ac.jp/'],,['asu.ac.jp'],Japan,http://up-j.shigaku.go.jp/photo/00000000456101000/0_20150515182314.jpg,FALSE,Okazaki
JP,Atomi College,['http://www.atomi.ac.jp/'],,['atomi.ac.jp'],Japan,https://www.atomi.ac.jp:443/resources/img/common/logo_02.png,TRUE,
JP,"American University Extension, Okinawa",['http://www.aue-okinawa.ac.jp/'],,['aue-okinawa.ac.jp'],Japan,https://okinawamemories.org/wp-content/uploads/2020/12/University-of-the-Ryukyus-1024x271.png,FALSE,
JP,Aomori University of Health and Welfare,['http://www.auhw.ac.jp/'],,['auhw.ac.jp'],Japan,http://www.auhw.ac.jp/contents_images/logo.png,TRUE,Aomori
JP,Azabu University,['http://www.azabu-u.ac.jp/'],,['azabu-u.ac.jp'],Japan,https://www.azabu-u.ac.jp/files/logo.png,TRUE,Sagamihara
JP,Baika Women's College,['http://www.baika.ac.jp/'],,['baika.ac.jp'],Japan,https://www.baika.ac.jp/assets/img/common/loader_logo.png,TRUE,
JP,Baiko Women's College,['http://www.baiko.ac.jp/'],,['baiko.ac.jp'],Japan,https://www.baiko.ac.jp/images/top/logo.png,TRUE,
JP,Beppu University,['http://www.beppu-u.ac.jp/'],,['beppu-u.ac.jp'],Japan,https://www.beppu-u.ac.jp/img/common/logo.png,TRUE,Beppu
JP,International Budo University,['http://www.budo-u.ac.jp/'],,['budo-u.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/international-budo-university-katsuura-japan.png,FALSE,Katsuura
JP,Bukkyo University,['http://www.bukkyo-u.ac.jp/'],,['bukkyo-u.ac.jp'],Japan,https://www.bukkyo-u.ac.jp/assets/img/cmn/logo_ttl.gif,TRUE,Kyoto
JP,Bunka Women's University,['http://www.bunka-wu.ac.jp/'],,['bunka-wu.ac.jp'],Japan,https://lh3.googleusercontent.com/JtBIptoYToMcmT9OQZCr1Qey-L1XhdujOMBisKFD3AiZD5c1nSlgnQF9TCyUf2Rv,FALSE,
JP,Bunkyo University,['http://www.bunkyo.ac.jp/'],,['bunkyo.ac.jp'],Japan,https://www.bunkyo.ac.jp/common/img/logo.svg,TRUE,Koshigaya
JP,Tokushima Bunri University,['http://www.bunri-u.ac.jp/'],,['bunri-u.ac.jp'],Japan,https://www.bunri-u.ac.jp/image/common/logo_img.png,TRUE,Tokushima
JP,Chuo Gakuin University,['http://www.cgu.ac.jp/'],,['cgu.ac.jp'],Japan,https://thessdguy.com/wp-content/uploads/2012/06/Chuo-University-150x133.jpg,FALSE,Abiko
JP,Chiba University,['http://www.chiba-u.ac.jp/'],,['chiba-u.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/chiba-university_119_large.jpg,TRUE,Chiba
JP,Chikushi Jogakuen University,['http://www.chikushi.ac.jp/'],,['chikushi.ac.jp'],Japan,https://www.chikushi.ac.jp/img/logo-header@3x.png,TRUE,Dazaifu
JP,Chubu University,['http://www.chubu.ac.jp/'],,['chubu.ac.jp'],Japan,https://www.chubu.ac.jp/wp/wp-content/themes/chubu-ac/assets/img/logo-white.svg,TRUE,Kasugai
JP,Chubu Gakuin University & Chubu Women's College,['http://www.chubu-gu.ac.jp/'],,['chubu-gu.ac.jp'],Japan,https://www.chubu-gu.ac.jp/assets/images/common/img_main_logo.svg,TRUE,
JP,Chukyo Women's University,['http://www.chujo-u.ac.jp/'],,['chujo-u.ac.jp'],Japan,http://www.chukyo-u.ac.jp/english/images/common/footer_logo.gif,FALSE,
JP,Chukyo Gakuin University,['http://www.chukyogakuin-u.ac.jp/'],,['chukyogakuin-u.ac.jp'],Japan,https://www.chukyogakuin-u.ac.jp/common/image-cgu/c21-logo.gif,TRUE,Nakatsugawa
JP,Chukyo University,['http://www.chukyo-u.ac.jp/'],,['chukyo-u.ac.jp'],Japan,https://www.chukyo-u.ac.jp/images/common/logo-w.svg,TRUE,Nagoya
JP,Chuo University,['http://www.chuo-u.ac.jp/'],,['chuo-u.ac.jp'],Japan,https://www.chuo-u.ac.jp/media/images/common/header_logo.svg,TRUE,Hachioji
JP,Chiba Keizai University,['http://www.cku.ac.jp/'],,['cku.ac.jp'],Japan,https://www.chiba-u.ac.jp/e/common/images/pages/news/test_chibaulogo.png,FALSE,Chiba
JP,Chiba University of Commerce,['http://www.cuc.ac.jp/'],,['cuc.ac.jp'],Japan,https://www.cuc.ac.jp/assets/images/logo.png,TRUE,Ichikawa
JP,Daido Institute of Technology,['http://www.daido-it.ac.jp/'],,['daido-it.ac.jp'],Japan,https://www.daido-it.ac.jp/images/top/hd_logo_01.png,TRUE,
JP,Daiichi College of Pharmaceutical Sciences,['http://www.daiichi-cps.ac.jp/'],,['daiichi-cps.ac.jp'],Japan,https://www.daiichi-cps.ac.jp/assets/images/logo01.png,TRUE,
JP,"Dai Ichi University, College of Technology",['http://www.daiichi-koudai.ac.jp/'],,['daiichi-koudai.ac.jp'],Japan,https://cdn.panamacademy.com/cdn/farfuture/yjlgmogPeU6yrYDvwLn7R-IWUWDB62nLYdSaNKJqBvs/1581947039/sites/default/files/2020-02/0.jpg,FALSE,
JP,Daiichi University of Economics,['http://www.daiichi-ue.ac.jp/'],,['daiichi-ue.ac.jp'],Japan,https://myflyshop.com/_layouts/_images/Logos/daiichi-logo.png,FALSE,
JP,Osaka College of Music,['http://www.daion.ac.jp/'],,['daion.ac.jp'],Japan,https://www.daion.ac.jp/common/image/header-logo001-pc.gif,TRUE,Toyonaka
JP,Osaka University of Commerce,['http://www.daishodai.ac.jp/'],,['daishodai.ac.jp'],Japan,https://ouc.daishodai.ac.jp/img/common/logo.png,TRUE,Higashiosaka
JP,Daito Bunka University,['http://www.daito.ac.jp/'],,['daito.ac.jp'],Japan,https://www.daito.ac.jp/img/logo_100th.svg,TRUE,Tokyo
JP,Tokyo Denki University,['http://www.dendai.ac.jp/'],,['dendai.ac.jp'],Japan,https://i0.wp.com/innovationtoronto.com/wp-content/uploads/2019/07/TDU_logo_A_20091277y.jpg?w=1536&ssl=1,FALSE,Tokyo
JP,Doho University,['http://www.doho.ac.jp/'],,['doho.ac.jp'],Japan,https://www.doho.ac.jp/images/common/logo.svg,TRUE,Nagoya
JP,Nagoya College of Music,['http://www.doho.ac.jp/~meion/'],,['doho.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/nagoya-college-music-nagoya-japan.jpeg,FALSE,Nagoya
JP,Dohto University,['http://www.dohto.ac.jp/'],,['dohto.ac.jp'],Japan,https://www.seisadohto.ac.jp/cms/wp-content/themes/dohto/img/logo.png,TRUE,
JP,Hokkaido Information University,['http://www.do-johodai.ac.jp/'],,['do-johodai.ac.jp'],Japan,https://www.do-johodai.ac.jp/common2022/img/base/logo.png,TRUE,Ebetsu
JP,Dokkyo University,['http://www.dokkyo.ac.jp/'],,['dokkyo.ac.jp'],Japan,https://www.dokkyo.ac.jp/images/2022/common/logo_symbol.svg,TRUE,Soka
JP,Dokkyo University School of Medicine,['http://www.dokkyomed.ac.jp/'],,['dokkyomed.ac.jp'],Japan,https://opengenius.com/wp-content/uploads/2016/05/dokkyo.png,FALSE,
JP,Doshisha University,['http://www.doshisha.ac.jp/'],,['doshisha.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/doshisha-university_592560cf2aeae70239af4b25_large.jpg,TRUE,Kyoto
JP,Doshisha Women's College of Liberal Arts,['http://www.dwc.doshisha.ac.jp/'],,['dwc.doshisha.ac.jp'],Japan,https://www.dwc.doshisha.ac.jp/application/themes/doshisha/images/common/head_logo_dwcla_purple.svg,TRUE,Kyotanabe
JP,Edogawa University,['http://www.edogawa-u.ac.jp/'],,['edogawa-u.ac.jp'],Japan,https://www.edogawa-u.ac.jp/img/head/logo2021.svg,TRUE,Nagareyama
JP,Ehime University,['http://www.ehime-u.ac.jp/'],,['ehime-u.ac.jp'],Japan,https://www.ehime-u.ac.jp/wp-content/uploads/2022/02/logo.svg,TRUE,Matsuyama
JP,Eichi University,['http://www.eichi-u.ac.jp/'],,['eichi-u.ac.jp'],Japan,https://yt3.ggpht.com/a/AATXAJyq7laFGaflSvSndmRI3fdyLinuFhmvCosHNA=s900-c-k-c0xffffffff-no-rj-mo,FALSE,
JP,Kagawa Institute of Nutrition,['http://www.eiyo.ac.jp/'],,['eiyo.ac.jp'],Japan,https://www.eiyo.ac.jp/assets/images/header_logo_univ3.png,TRUE,
JP,Elisabeth University of Music,['http://www.eum.ac.jp/'],,['eum.ac.jp'],Japan,https://www.kcb.be/sites/kcb/files/styles/image_953x500_/public/2019-12/logo%20website.jpg?h=2ec01717&itok=MAHXYQA9,FALSE,Hiroshima
JP,Fukuoka Dental College,['http://www.fdcnet.ac.jp/'],,['fdcnet.ac.jp'],Japan,https://www.fdcnet.ac.jp/col/theme/cl_data/images/common/logo.jpg,TRUE,Fukuoka
JP,Ferris University,['http://www.ferris.ac.jp/'],,['ferris.ac.jp'],Japan,https://www.ferris.ac.jp/images/logo.svg,TRUE,Yokohama
JP,National Fisheries University,['http://www.fish-u.ac.jp/'],,['fish-u.ac.jp'],Japan,https://www.google.com/logos/Logo_40wht.gif,TRUE,Shimonoseki
JP,Fukuoka Institute of Technology,['http://www.fit.ac.jp/'],,['fit.ac.jp'],Japan,https://www.fit.ac.jp/img/renew/logo-2021.png,TRUE,Fukuoka
JP,Fukushima Medical College,['http://www.fmu.ac.jp/'],,['fmu.ac.jp'],Japan,https://www.fmu.ac.jp/univ/img/logo_25wht.gif,TRUE,
JP,Fukui Prefectural University,['http://www.fpu.ac.jp/'],,['fpu.ac.jp'],Japan,http://www.fpu.ac.jp/share/imgs/header-logo.png,TRUE,Eiheiji
JP,Fuji Women's College,['http://www.fujijoshi.ac.jp/'],,['fujijoshi.ac.jp'],Japan,https://www.fujijoshi.ac.jp/img/common/logo.svg,TRUE,
JP,Fujita Health University,['http://www.fujita-hu.ac.jp/'],,['fujita-hu.ac.jp'],Japan,https://www.mathworks.com/academia/tah-portal/fujita-health-university-31487303/_jcr_content/schoolLogo.adapt.full.high.jpg/1603309570990.jpg,FALSE,Toyoake
JP,Fukui Medical School,['http://www.fukui-med.ac.jp/'],,['fukui-med.ac.jp'],Japan,http://acbio2.acbio.u-fukui.ac.jp/phychem/logo.jpg,FALSE,
JP,Fukui University,['http://www.fukui-u.ac.jp/'],,['fukui-u.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/05/university-fukui-katsuyama-japan.jpg,FALSE,
JP,Fukui University of Technology,['http://www.fukui-ut.ac.jp/'],,['fukui-ut.ac.jp'],Japan,https://www.fukui-ut.ac.jp/themes/fut/ut/img_renew/top/logo.png,TRUE,Fukui
JP,Fukuoka University of Education,['http://www.fukuoka-edu.ac.jp/'],,['fukuoka-edu.ac.jp'],Japan,https://www.fukuoka-edu.ac.jp/assets/img/common/logo02.svg,TRUE,Munakata
JP,Fukuoka International University,['http://www.fukuoka-int-u.ac.jp/'],,['fukuoka-int-u.ac.jp'],Japan,https://www.fukuoka-int-u.ac.jp/images/logo.png,TRUE,Dazaifu
JP,Fukuoka Prefectural University,['http://www.fukuoka-pu.ac.jp/'],,['fukuoka-pu.ac.jp'],Japan,http://www.fukuoka-pu.ac.jp/img/logo.png,TRUE,Tagawa
JP,Fukuoka University,['http://www.fukuoka-u.ac.jp/'],,['fukuoka-u.ac.jp'],Japan,https://www.fukuoka-u.ac.jp/img/logo-rise-with-us.png,TRUE,Fukuoka
JP,Fukushima University,['http://www.fukushima-u.ac.jp/'],,['fukushima-u.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/05/fukushima-university-fukushima-japan.jpg,FALSE,Fukushima
JP,Fukuyama University,['http://www.fukuyama-u.ac.jp/'],,['fukuyama-u.ac.jp'],Japan,https://www.fukuyama-u.ac.jp/wp-content/themes/fukuyama_uni/assets/images/header-logo.png,TRUE,Fukuyama
JP,Fukuoka Women's University,['http://www.fwu.ac.jp/'],,['fwu.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/fukuoka-womens-university-fukuoka-japan-1.jpg,FALSE,Fukuoka
JP,Aichi Gakusen University,['http://www.gakusen.ac.jp/'],,['gakusen.ac.jp'],Japan,http://www.gakusen.ac.jp/img/logo.png,TRUE,Toyota
JP,Gakushuin University,['http://www.gakushuin.ac.jp/'],,['gakushuin.ac.jp'],Japan,https://www.univ.gakushuin.ac.jp/about/images/gakushuin_uni_e_01-thumb-340.jpg,FALSE,Tokyo
JP,Tokyo National University of Fine Arts and Music,['http://www.geidai.ac.jp/'],,['geidai.ac.jp'],Japan,https://www.geidai.ac.jp/wp-content/uploads/2021/08/geidai_pcc_logo-02-640x456.jpg,TRUE,
JP,Gifu Keizai University,['http://www.gifu-keizai.ac.jp/'],,['gifu-keizai.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/gifu-keizai-university-ogaki-japan.jpg,FALSE,
JP,Gifu University for Education and Languages,['http://www.gifu-kyoiku.ac.jp/'],,['gifu-kyoiku.ac.jp'],Japan,https://www.roboticstoday.com/uploads/images/logo/logos_developers/logo-gifu-university.jpg,FALSE,
JP,Gifu Pharmaceutical University,['http://www.gifu-pu.ac.jp/'],,['gifu-pu.ac.jp'],Japan,https://www.gifu-pu.ac.jp/images/common/logo.png,TRUE,Gifu
JP,Gifu University,['http://www.gifu-u.ac.jp/'],,['gifu-u.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/gifu-university_592560cf2aeae70239af4b69_large.jpg,TRUE,Gifu
JP,Gifu Women's University,['http://www.gijodai.ac.jp/'],,['gijodai.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/gifu-womens-university-gifu-japan-1.jpg,FALSE,Gifu
JP,Gunma Prefectural Women's University,['http://www.gpwu.ac.jp/'],,['gpwu.ac.jp'],Japan,https://www.gpwu.ac.jp/img/logo-gpwu.png,TRUE,Tamamura
JP,Gunma University,['http://www.gunma-u.ac.jp/'],,['gunma-u.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/gunma-university_592560cf2aeae70239af4b77_large.jpg,TRUE,Maebashi
JP,Hachinohe University,['http://www.hachinohe-u.ac.jp/'],,['hachinohe-u.ac.jp'],Japan,https://www.hachinohe-u.ac.jp/wp-content/uploads/2016/02/logo.png,TRUE,Hachinohe
JP,Hakodate University,['http://www.hakodate-u.ac.jp/'],,['hakodate-u.ac.jp'],Japan,https://www.hakodate-u.ac.jp/wp-content/themes/hakodate-u/images/common/pic_load_logo_svg01.svg,TRUE,Hakodate
JP,Hakuoh University,['http://www.hakuoh.ac.jp/'],,['hakuoh.ac.jp'],Japan,https://hakuoh.ac.jp/common/images/head_logo.png,TRUE,Oyama
JP,Hamamatsu University,['http://www.hamamatsu-u.ac.jp/'],,['hamamatsu-u.ac.jp'],Japan,https://www.infinitebio.com/TechTransfer/Hamamatsu/Hamamatsu_MU_Logo.gif,FALSE,
JP,Hamamatsu University School of Medicine,['http://www.hama-med.ac.jp/'],,['hama-med.ac.jp'],Japan,http://www.hama-med.ac.jp/html/uni/images/index/header-logo.png,TRUE,Hamamatsu
JP,Hanazono University,['http://www.hanazono.ac.jp/'],,['hanazono.ac.jp'],Japan,https://www.hanazono.ac.jp/assets_new/images/logo.svg,TRUE,Kyoto
JP,Hannan University,['http://www.hannan-u.ac.jp/'],,['hannan-u.ac.jp'],Japan,https://yt3.ggpht.com/a/AATXAJxesK1Vgvf9whotU3Den74o8Nd_SotUzGzpRA=s900-c-k-c0xffffffff-no-rj-mo,FALSE,Matsubara
JP,Hiroshima Bunkyo Women's University,['http://www.h-bunkyo.ac.jp/'],,['h-bunkyo.ac.jp'],Japan,https://www.h-bunkyo.ac.jp/university/wp-content/themes/bunkyo/assets/img/common/h_logo.png,TRUE,Hiroshima
JP,Fukuyama Heisei University,['http://www.heisei-u.ac.jp/'],,['heisei-u.ac.jp'],Japan,https://www.heisei-u.ac.jp/wp-content/themes/heisei/images/global/logo.png,TRUE,Fukuyama
JP,Hijiyama University,['http://www.hijiyama-u.ac.jp/'],,['hijiyama-u.ac.jp'],Japan,https://www.hijiyama-u.ac.jp/common/images/hijiyamalogo.svg,TRUE,Hiroshima
JP,Himeji Dokkyo University,['http://www.himeji-du.ac.jp/'],,['himeji-du.ac.jp'],Japan,https://yt3.ggpht.com/a/AATXAJy6ec0Z_vcP7AI7Ui2Jn81HQMcD4g04ExLmmQ=s900-c-k-c0xffffffff-no-rj-mo,FALSE,Himeji
JP,Himeji Institute of Technology,['http://www.himeji-tech.ac.jp/'],,['himeji-tech.ac.jp'],Japan,https://www.u-hyogo.ac.jp/shse/uchida/gakusho.gif,FALSE,
JP,Hirosaki Gakuin University,['http://www.hirogaku-u.ac.jp/'],,['hirogaku-u.ac.jp'],Japan,https://www.hirogaku-u.ac.jp/images/global/logo.jpg,TRUE,Aomori
JP,Hiroshima Women's University,['http://www.hirojo-u.ac.jp/'],,['hirojo-u.ac.jp'],Japan,http://crai.unam.mx/FR/img/logos/Hiroshima.png,FALSE,
JP,Hiroshima International University,['http://www.hirokoku-u.ac.jp/'],,['hirokoku-u.ac.jp'],Japan,https://www.hirokoku-u.ac.jp/sp/assets/img/common/logo01.png,TRUE,Hiroshima
JP,Hirosaki University,['http://www.hirosaki-u.ac.jp/'],,['hirosaki-u.ac.jp'],Japan,https://www.hirosaki-u.ac.jp/wp-content/themes/hirosaki-univ/img/footer-logo.png,TRUE,Hirosaki
JP,Hiroshima City University,['http://www.hiroshima-cu.ac.jp/'],,['hiroshima-cu.ac.jp'],Japan,http://www.hiroshima-cu.ac.jp/img/logo.gif,TRUE,Hiroshima
JP,Hiroshima Prefectural University,['http://www.hiroshima-pu.ac.jp/'],,['hiroshima-pu.ac.jp'],Japan,https://media-exp1.licdn.com/dms/image/C560BAQHic8QsVXy68w/company-logo_200_200/0/1598601256508?e=2159024400&v=beta&t=3p5dzuFXbyFfXDFohnofN2KwqRozeBbmWabv_wwFxPE,FALSE,
JP,Hiroshima University,['http://www.hiroshima-u.ac.jp/'],,['hiroshima-u.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/hiroshima-university_264_large.jpg,TRUE,Higashihiroshima
JP,Hokkaido Institute of Technology,['http://www.hit.ac.jp/'],,['hit.ac.jp'],Japan,https://assets.hus.ac.jp/common/assets/logo.svg,TRUE,
JP,Hachinohe Institute of Technology,['http://www.hi-tech.ac.jp/'],,['hi-tech.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/hachinohe-institute-technology-hachinohe-japan.jpg,FALSE,Hachinohe
JP,Hitotsubashi University,['http://www.hit-u.ac.jp/'],,['hit-u.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_large.jpg,TRUE,Kunitachi
JP,Heisei International University,['http://www.hiu.ac.jp/'],,['hiu.ac.jp'],Japan,http://153.150.71.1/hiu_wp/wp-content/themes/hiu/common/img/footer_logo.png,TRUE,Kazo
JP,Hiroshima Jogakuin University,['http://www.hju.ac.jp/'],,['hju.ac.jp'],Japan,https://www.hju.ac.jp/assets/img/index/header_logo_pc.png,TRUE,Hiroshima
JP,Hiroshima Kokusai Gakuin University,['http://www.hkg.ac.jp/'],,['hkg.ac.jp'],Japan,https://www.hkg.ac.jp/html/images/common/footer_logo.png,TRUE,Hiroshima
JP,Hokkaigakuen University of Kitami,['http://www.hokkai-k-u.ac.jp/'],,['hokkai-k-u.ac.jp'],Japan,https://www.mathworks.com/academia/tah-portal/hokkai-gakuen-university-40790315/_jcr_content/schoolLogo.adapt.full.medium.png/1594046927572.png,FALSE,
JP,Hokkaigakuen University,['http://www.hokkai-s-u.ac.jp/'],,['hokkai-s-u.ac.jp'],Japan,https://www.hgu.jp/common/images/logo_e.svg,FALSE,
JP,Hokkaido University of Education,['http://www.hokkyodai.ac.jp/'],,['hokkyodai.ac.jp'],Japan,https://www.hokkyodai.ac.jp/images/logo.png,TRUE,Sapporo
JP,Hokkaido University,['http://www.hokudai.ac.jp/'],,['hokudai.ac.jp'],Japan,https://www.topuniversities.com/sites/default/files/profiles/logos/hokkaido-university_266_large.jpg,TRUE,Sapporo
JP,Hokkaido University of Health Sciences,['http://www.hoku-iryo-u.ac.jp/'],,['hoku-iryo-u.ac.jp'],Japan,http://www.hoku-iryo-u.ac.jp/assets/img/common/header_logo.svg,TRUE,
JP,Hokuriku University,['http://www.hokuriku-u.ac.jp/'],,['hokuriku-u.ac.jp'],Japan,https://www.edarabia.com/wp-content/uploads/2018/06/hokuriku-university-kanazawa-japan.jpg,FALSE,Kanazawa
JP,Hokusei Gakuen University,['http://www.hokusei.ac.jp/'],,['hokusei.ac.jp'],Japan,https://www.hokusei.ac.jp/hgu/wp-content/themes/hokusei/assets/img/common/logo.png,TRUE,Sapporo
JP,Hokkaido Institute of Pharmaceutical Sciences,['http://www.hokuyakudai.ac.jp/'],,['hokuyakudai.ac.jp'],Japan,https://assets.hus.ac.jp/common/assets/logo.svg,TRUE,
